also_consider,attribution,attrs,available_for_demo,available_to_buy_online,blueprint,content,date_of_review,description,description_text,enabled,excerpt,featured_description,featured_in_product_category,filename,has_files,href,id,level,link,local_only,manufacturer,marks,monthly_feature,monthly_featuree,pairs_well_with,price,product-categories,product-category,product_hero_image,published,quote,quote_attribution,quote_text,reivews_set,rel,shipping,show_price,specs,specs_text,system_category,target,text,textAlign,title,type,updated_at,updated_by
,"'What HiFi'",,true,true,product,,'2020-07-24',,,true,,,,cxc-v2-cd-transport,,,7NeYSLks,,'https://www.whathifi.com/cambridge-audio/cxc/review',false,c6c9a7b2-9411-4aef-9327-2da9347a5437,,,,,599,cd-players,,_cxc_front.jpg,,,,,,,40,true,,,source,,"'And if you’ve already got a good DAC, we would not hesitate to recommend the Cambridge CXC over a standalone CD player to link to it. You’ll have to spend a good deal more than £300 to match the sound quality it offers'",,"'CXC V2'",text,1749143904,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'What HiFi'",,true,true,product,,'2020-07-24',,,true,,,,cxn-v2-network-player,,,e8fbd536-7f43-4656-bd72-a9ced1581f21,,'https://www.whathifi.com/cambridge-audio/cxn/review',false,c6c9a7b2-9411-4aef-9327-2da9347a5437,,,,,1299,server-streaming,,cxn_front.jpg,,,,,,,40,true,,,source,,"'Those in the market for a streamer should really give this one a listen – and be prepared to put it at the top of their wishlist.'",,"'CXN V2'",hard_break,1651612512,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,d-80,,,c7dc659a-6cc4-45d7-abe5-f91f1ee38998,3,,false,929c4a5b-ca00-46ae-817d-e1d049ad2364,,,,,12950,power-amplifiers,,d-80.png,,,,,,,200,true,,,amplification,,"' is more than just a power amplifier; it is an invitation to experience music in its purest form. With its advanced design and thoughtful engineering, the D-80 will transform your listening experience, allowing you to connect deeply with the artistry of your favorite recordings. Let the D-80 be the heart of your audio system, delivering a rich and immersive sound that resonates with passion and emotion.'",,D-80,text,1752849696,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'The Ear'",,true,true,product,,,,,true,,,,dac-1,,,36acdcc0-1173-46f8-bf31-4e2739d4ac9f,,'https://www.the-ear.net/review-hardware/merason-dac1-digital-analogue-converter-dac',false,575687fd-e7e6-4bad-8457-cbd607a7bda9,,,,,8750,dacs,,Merason_DAC1_Black_Front.jpg,,"'The intoxicating immediacy of the Merason can be quite addictive, it does what few digital components do, strips away the polish and lets you hear the real meat of the music.'","'The Ear'","'The intoxicating immediacy of the Merason can be quite addictive, it does what few digital components do, strips away the polish and lets you hear the real meat of the music.'",,,80,true,,,source,,"'the intoxicating immediacy of the Merason can be quite addictive, it does what few digital components do, strips away the polish and lets you hear the real meat of the music.'",,"'DAC1 MkII'",Review,1690307489,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,dac-z8,,,6f6b1aca-79f8-4805-b72c-92931d37f38c,,,false,c3bdaed2-8cf8-4152-b875-a9d46432ba6f,,,,,749,dacs,,AVimg_47132.jpg,,,,,,,,true,,,source,,'1',,DAC-Z8,text,1707517649,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'HiFi Pig'",,true,true,product,,'2021-01-17',,,true,,,,dac1-reference,,,sduA6g72,,'https://hifipig.com/lab12-dac1-reference-dac/',false,0d4e2b4e-4f8a-43a6-8bf0-41b3c3860de4,,,,,3390,dacs,,lab12-dac1-reference-face-frozen-silver.png,,"'If you care about connecting with the music you love then you need to get the dac1 auditioned, it’s a truly fabulous bit of kit that allows the music to just play, and for the listener to listen to the music and not the equipment'","'HiFi Pig'","'If you care about connecting with the music you love then you need to get the dac1 auditioned, it’s a truly fabulous bit of kit that allows the music to just play, and for the listener to listen to the music and not the equipment'",,,60,true,,,source,,"'I genuinely cannot recommend this DAC highly enough and sincerely considered creating a new “Editors Choice” award for it – it is that good a sounding bit of kit!'",,"'dac1 reference'",text,1749147603,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,dark-star,,,18a1e2e9-a9eb-453a-a491-6e3aab361b93,,,false,77deafaf-8941-4abc-9498-a84cdb3cce81,,,,,4595,turntables,,dark-startra-schraeg1-2048x.jpg,,,,,,,120,true,,,source,,"'*Pricing is for turntable only - power supply and tonearm are additional'",,"'Dark Star'",text,1722441703,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,delta-v2-interconnect-cable-1-meter,,,07c801ac-62a0-4bf8-b4ba-888ffc21d31e,,,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,1198,interconnects,,shunyata-research-theta-xlr-interlink-pluggen.jpg,,,,,,,25,true,,,cables,,"'HiPOT tests insulation breakdown @ 1,200 VAC'",,"'Theta, 1M,  XLR'",text,1751468191,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,delta-v2-nr-power-cable-1-75m,,,bf3353d3-47b6-4186-bb3c-b1dcf3514051,'4',,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,998,power-cables,,theta_nr_detail_1_1.webp,,,,,,,30,true,,,cables,,"'HiPOT tests insulation breakdown @ 4,500 VAC'",,"'Theta NR Power Cable, 1.75M'",text,1743258501,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,delta-v2-speaker-cable-2-5-meter,,,7c300203-d880-438e-8440-1ad68653087b,'3',,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,998,speaker-cables,,shunyata-research-gamma-bi-wire-768x559.jpg,,,,,,,50,true,,,cables,,"'HiPOT tests insulation breakdown @ 1,200 VAC'",,"""Gamma, 8', Spades or Bananas""",text,1751486317,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,false,false,product,,,,,,,,,denali-6000-t-uk,,,a95c357b-7ace-4926-93be-2365363bae26,,,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,9900,power-conditioners,,ashuneverest.jpg,,"'The Everest 8000 is a no-holds-barred reference component that delivers a clear view of the audiophile promised land -- stunning transparency, lifelike dynamics and the sort of nuance and detail that can turn merely listening to a musical performance into an emotional experience.'","'The Audio Beat'","'The Everest 8000 is a no-holds-barred reference component that delivers a clear view of the audiophile promised land -- stunning transparency, lifelike dynamics and the sort of nuance and detail that can turn merely listening to a musical performance into an emotional experience.'",,,200,true,,,source,,"'– Weight: 24.1 lbs.'",,"'Everest 8000'",text,1665781110,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,denali-6000s-v2,,,352ca66b-ecac-4812-8428-d23099a0f1e0,,,false,5815c329-d4fc-4b36-b4ca-1eeaffa54f39,,,,,6000,power-conditioners,,denali_6000s_v2_front-1606447366.jpg,,"'The Denali D6000/S v2 may be tucked into the middle of Shunyata Research’s current product lineup, but it’s a true reference-level power conditioner without a true reference-level price. It gets my vote for Caelin Gabriel’s best product yet.'","'Marc Mickelson, Editor — The Audio Beat'","'The Denali D6000/S v2 may be tucked into the middle of Shunyata Research’s current product lineup, but it’s a true reference-level power conditioner without a true reference-level price. It gets my vote for Caelin Gabriel’s best product yet.'",,,80,true,,,accessories,,"""Weight: 17.5 lbs.\_""",,"'Denali 6000/S v2'",text,1665780948,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,diamond,,,e3dbf245-e236-4d39-a743-e2b82e8854be,2,,false,acf161da-7e67-422e-8398-0e869e7d70d6,,,,,3300,dacs,,Diamond_front_silver.png,,,,,,,60,true,,,source,,"""11.79\_lbs.""",,Diamond,text,1752865846,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'HiFi Statement'",,true,true,product,,,,,true,,,true,director-mkii,,,eQcESR7S,,'https://www.hifistatement.net/tests/item/2641-spl-director-mk2',false,acf161da-7e67-422e-8398-0e869e7d70d6,,,,,4500,pre-amps,,Director-MK2_front_black_2560__23164.jpg,,"'The SPL DIRECTOR MK2 is a sonic powerhouse that combines musicality with a modern/retro design; a state-of-the-art DAC with cool-looking VU meters. Though I can’t claim VOLTAiR technology is the secret sauce, it certainly did not hinder the music from sounding its very best.'","'Secrets of Home Theater and Hi-Fidelity'","'The SPL DIRECTOR MK2 is a sonic powerhouse that combines musicality with a modern/retro design; a state-of-the-art DAC with cool-looking VU meters. Though I can’t claim VOLTAiR technology is the secret sauce, it certainly did not hinder the music from sounding its very best.'",,,60,true,,,preamplifiers,,"""The tonal balance was convincing and conveyed a gripping listening experience, characterized by many details in the voice and again and again surprising fine dynamics.\_""",,"'Director MkII'",Review,1752865496,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Steve Huff Reviews'",,true,true,product,,,,,true,,,,dmp-a6-master-edition,,'https://www.esstech.com/wp-content/uploads/2022/09/ES9038Q2M-Datasheet-v1.4.pdf',Flxxl8If,3,'https://www.stevehuffphoto.com/2023/05/02/eversolo-dmp-a6-streamer-and-dac-review-insane/',false,c3bdaed2-8cf8-4152-b875-a9d46432ba6f,,,,,1399,server-streaming,,a5607a43ee67f662562dad58e70e8a4a-1707502280.jpg,,"'The EverSolo DMP-A6 is a STUNNER for the money and I can easily recommend it, especially as a fine streamer going INTO a DAC.'","'SteveHuff Reviews'","'The EverSolo DMP-A6 is a STUNNER for the money and I can easily recommend it, especially as a fine streamer going INTO a DAC.'",,null,50,true,,,source,_blank,"'The EverSolo DMP-A6 is a STUNNER for the money and I can easily recommend it, especially as a fine streamer going INTO a DAC.'",,"'ESS Sabre ES9038Q2M DAC Datasheet'",Review,1749066806,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'SteveHuff Reviews'",,true,true,product,,,,,true,,,,dmp-a6,,,dr6anUqc,3,'https://www.stevehuffphoto.com/2023/05/02/eversolo-dmp-a6-streamer-and-dac-review-insane/',false,c3bdaed2-8cf8-4152-b875-a9d46432ba6f,,,,,859,server-streaming,,a5607a43ee67f662562dad58e70e8a4a-1707502765.jpg,,"'The EverSolo DMP-A6 is a STUNNER for the money and I can easily recommend it, especially as a fine streamer going INTO a DAC.'","'SteveHuff Reviews'","'The EverSolo DMP-A6 is a STUNNER for the money and I can easily recommend it, especially as a fine streamer going INTO a DAC.'",,,50,true,,,source,,"'The EverSolo DMP-A6 is a STUNNER for the money and I can easily recommend it, especially as a fine streamer going INTO a DAC.'",,"'DMP-A6 G2'",Review,1749066849,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Hi-Fi Pig'",,true,true,product,,,,,true,,,,dmp-a8,,,rQCtebv4,3,,false,c3bdaed2-8cf8-4152-b875-a9d46432ba6f,,,,,1980,pre-amps,,6507bc9f9d89131b1e2ff02e05a36d1b.jpg,,"'Overall, it is a fantastic DAC/Streamer/Pre-amp/music player you name it… Eversolo has done a great job at making flexible and versatile devices that still have a firm focus on producing excellent sound.'","'Hi-Fi Pig'","'Overall, it is a fantastic DAC/Streamer/Pre-amp/music player you name it… Eversolo has done a great job at making flexible and versatile devices that still have a firm focus on producing excellent sound.'",,,75,true,,,preamplifiers,,"""Overall, it is a fantastic DAC/Streamer/Pre-amp/music player you name it… Eversolo has done a great job at making flexible and versatile devices that still have a firm focus on producing excellent sound.\_""",,DMP-A8,Review,1749066886,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,Hi-Fi+,,true,true,product,,,,,true,,,,dp-570,,,9eb5aecb-5b2c-4935-bfdd-ae52d7b1e7d7,,'https://hifiplus.com/articles/accuphase-dp-570-cdsacd-player/',false,2592f450-8a06-4e0f-b5d2-e91a70c2a3d2,,,,,13975,cd-players,,dp-570-(1).jpg,,"'The Accuphase seems to take the precision and exactitude we should expect from top-flight players, and overlays that with still deeper layers of colour and texture, coherence and timing.'",Hi-Fi+,"'The Accuphase seems to take the precision and exactitude we should expect from top-flight players, and overlays that with still deeper layers of colour and texture, coherence and timing.'",,,120,true,,,source,,"'The Accuphase seems to take the precision and exactitude we should expect from top-flight players, and overlays that with still deeper layers of colour and texture, coherence and timing.'",,DP-570,Review,1708185365,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,duo-gt,,,aa71dbf9-1b35-4c2b-bc59-693e89ca31a9,,,true,59d8dad2-911d-4284-8c08-92777c832883,,,,,60050,speakers,,duo-gt-red-giant-1-1.jpg,,,,,,,,true,,,speakers,,"'Weight: 108.5 kg'",,"'Duo GT'",text,1731597840,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,duo,false,,12ab58da-d4de-4d49-8e72-3a330afc74d0,,,,7ba65b16-79c3-47fb-9d6a-995354450369,,,false,,4000,phonostage,,phonoblockshero.jpg,,,,,,,,true,,,source,,,,Duo,,,
,,,true,true,product,,,,,,,,,e-4000,,,377cceb9-0e0f-4b42-9ff6-bfaf3698cfec,,,false,2592f450-8a06-4e0f-b5d2-e91a70c2a3d2,,,,,13575,integrated-amplifiers,,e-4000-1703776507.jpg,,,,,,,120,true,,,amplification,,"'Streaming Capable: No'",,E-4000,text,1708185311,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,e-5000,,,7cb8bb03-31bf-4c78-8b33-67e1d25178b1,,,false,2592f450-8a06-4e0f-b5d2-e91a70c2a3d2,,,,,18975,integrated-amplifiers,,Accuphase-E-5000-Front.jpg,,"'The amplifiers produced by Accuphase have traditionally been known for their delicate and refined sound, and the E-5000 is no exception. In addition to this characteristic Japanese sound, the E-5000 also boasts impressive rhythmic qualities and dynamic performance.'","'Gordon Lyn, HiFiReport'","'The amplifiers produced by Accuphase have traditionally been known for their delicate and refined sound, and the E-5000 is no exception. In addition to this characteristic Japanese sound, the E-5000 also boasts impressive rhythmic qualities and dynamic performance.'",,,160,true,,,amplification,,"""\_33.8 kg net, 45 kg in shipping carton""",,E-5000,text,1708185335,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,e3000,,,74d9ea14-5794-4847-a7e5-d63920c22096,,,false,2592f450-8a06-4e0f-b5d2-e91a70c2a3d2,,,,,8975,integrated-amplifiers,,e-3000.jpg,,,,,,,150,true,,,amplification,,"'Two expansion slots for option boards'",,E3000,text,1749150795,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,ec3,,,96dc4845-19d1-454a-8a75-2a3bba095e78,,,false,d5760e53-aee5-4248-82d4-4cbe27d528ce,,,,,799,cd-players,,s-l1600.webp,,,,,,,40,true,,,source,,"'3.5mm Jack'",,EC3,text,1749147427,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,eclipse-10-1m-xlr-or-rca,,,410d578b-469a-4aed-82d6-18cdbbbb4c36,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,560,interconnects,,eci10-(1).webp,,,,,,,60,true,,,cables,,"'XLR Silver-clad copper alloy'",,"'Eclipse 10, 1M, XLR or RCA'",text,1751401540,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,eclipse-10-8,,,1c2256c7-77f8-4588-b878-0e616329e5f3,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,2450,speaker-cables,,ecs10_hero_8ab3f5b9-a3b5-4b75-b65b-99215e86ec02.avif,,,,,,,100,true,,,cables,,"""Featuring the pristine tone quality of the world's purest OCC-7N copper wire, Eclipse 10 speaker cables provide the world leading performance of the patented Octo DNA HELIX design at a cost that suits many high-end audio systems. Eclipse 10 is Wireworld's largest cable with Ohno Continuous-Cast® 7N copper wires in its patented flat conductors.\_Choose spade and/or banana plug connectors in the length of your choice.""",,"""Eclipse 10, 8'""",text,1751398679,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,eh-el-phono-cartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"'Ken Kessler HiFi News'",,true,true,product,,'2020-10-21',,,true,,,,electa-amator-iii,,,rRsRFeKo,'4','https://www.hifinews.com/content/sonus-faber-electa-amator-iii-loudspeaker',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,12000,speakers,,electa-amator-ii.promo2_.jpg,,"""The Electa Amator III 'the best I've heard from the brand since the original Guarneri'. Yes, it's that impressive, that commanding, that correct. It does exactly what the late Franco Serblin demanded of all his creations: it reproduces music so convincingly that the listener is transported. Bravissimo!""","'Ken Kessler HiFi News'","""The Electa Amator III 'the best I've heard from the brand since the original Guarneri'. Yes, it's that impressive, that commanding, that correct. It does exactly what the late Franco Serblin demanded of all his creations: it reproduces music so convincingly that the listener is transported. Bravissimo!""",,,200,true,,,speakers,,"'Two blasts from the past in one month, both small two-way monitors, both with a massive presence in my hi-fi history, but so dissimilar that loving both seems like a case of schizophrenia. As with the LS3/5a, I have been a devotee of Sonus faber for over 30 years, though of late the passion has cooled. But something tells me that the company has again found its mojo, and the Electa Amator III is its herald.'",,"'Electa Amator III'",text,1753278066,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,elector,,,a7495c15-a6b6-444f-b034-3b86d0a3adb0,,,false,acf161da-7e67-422e-8398-0e869e7d70d6,,,,,3300,pre-amps,,20250_source_1659383857.jpg,,,,,,,60,true,,,preamplifiers,,"'The Elector is the perfect preamplifier for the lover of pure analog technology. With motorized, remote volume control, tape monitor path, retro-look-VU-meter and the all superior VOLTAiR technology the Elector brings analog sources to new life.'",,Elector,text,1752865551,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,electra-10-15m,,,53fd846e-1c85-4879-adec-3367cba40e9d,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,395,power-cables,,elp10_hero.webp,,,,,,,40,true,,,cables,,"'The upgrade to COMPOSILEX 5 insulation in the noise-canceling Fluxfield cable design, brings out the amazing benefits of the world’s purest OCC-7N copper conductors. With those premium quality materials, Wireworld Electra 10 power conditioning cords deliver dramatic improvements in clarity, image focus and dynamic punch that can transform a great system into one that is truly exceptional. Electra 10’s silky smoothness and silent background make it a standout among high-end audiophile power cords. The flexible flat design bends and coils easily, so excess length is never an issue. That advantage is especially helpful because Wireworld power cords function as filters and longer lengths provide higher performance.'",,"'Electra 10, 1.5M'",text,1751396678,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'What Hi-Fi'",,true,true,product,,,,,true,,,,elex-mk4,,,449e853e-3049-4400-b26f-eb31002a8e50,,'https://www.whathifi.com/reviews/rega-elex-mk4',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,1875,integrated-amplifiers,,ELEX_MK4_MOD2_V2_(3).jpg,,"'There’s no other amplifier I’ve tested recently at the price that offers the imperious ability of the Elex Mk4. The latest refreshed Rega therefore has to be seen as a Best in Class.'","'AV Forums'","'There’s no other amplifier I’ve tested recently at the price that offers the imperious ability of the Elex Mk4. The latest refreshed Rega therefore has to be seen as a Best in Class.'",,,80,true,,,amplification,,"'The Rega Elex Mk4 is a stunning amplifier. Revealing and faithful, it’s capable in ways far beyond our expectations at this mid-tier price point. The addition of digital inputs and a headphone port is a great step in the right direction, giving customers more flexibility in how they listen to this terrific amp.'",,"'Elex Mk4'",Review,1683821948,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'WHAT Hi-Fi'",,false,true,product,,'2015-02-18',,,true,,,,elicit-r,,,535bc488-1918-4fc1-984c-22a73c530548,'2','https://www.whathifi.com/rega/elicit-r/review',false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,3345,integrated-amplifiers,,elicit-r-1593665031.jpg,,"'Circumstance may have helped this amp become our favorite at this price, but its constant ability to impress with its fine detail retrieval and superb timing is the reason it''s been able to hold on to our affections against good competition.'","'WHAT Hi-Fi'","'Circumstance may have helped this amp become our favorite at this price, but its constant ability to impress with its fine detail retrieval and superb timing is the reason it''s been able to hold on to our affections against good competition.'",,,100,true,,,amplification,,"'It might be one of the more priciest amps, but one listen to it will show you why.'",,"'Elicit Mk V'",text,1662066388,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,encore,,'https://purefidelity.ca/features-encore-eclipse.html#ss1',08929c98-c190-401c-b862-af30101ffc21,'3',,false,93f5c42c-e937-4a2b-9529-1800e137fbfa,,,,,6495,turntables,,Encore-Natural-Walnut-w-Zephyr-949x633.jpg,,,,,,null,150,true,,,source,null,"""26 lbs.\_\_""",,Encore,text,1749216750,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,SoundStage!,,true,true,product,,,,,true,,,,eos-dac,,,mdadvce1,2,'https://www.soundstageaustralia.com/index.php/reviews/831-ideon-audio-eos-stream-eos-time-eos-dac',false,96bb6745-26dc-4dfa-a891-87869d6fd27b,,,,,10000,dacs,,eos-dac-2048x448.png,,"'What Ideon Audio’s eos products offer is a highly-tuned circuit design featuring proprietary technologies, superbly engineered power supplies and very good general build quality. The big one is the performance. I can’t think of any audiophile and music lover left wanting with this combo'",SoundStage!,"'What Ideon Audio’s eos products offer is a highly-tuned circuit design featuring proprietary technologies, superbly engineered power supplies and very good general build quality. The big one is the performance. I can’t think of any audiophile and music lover left wanting with this combo'",,,100,true,,,source,,"'What Ideon Audio’s eos products offer is a highly-tuned circuit design featuring proprietary technologies, superbly engineered power supplies and very good general build quality. The big one is the performance. I can’t think of any audiophile and music lover left wanting with this combo. It performs extraordinarily well, functions completely trouble-free (at least during its tenure in-house) and inspires confidence in terms of its overall design.'",,"'eos DAC'",Review,1752937979,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,eos-stream,,,c199868f-4f3d-4639-9b3b-ac4585ecb207,2,,false,96bb6745-26dc-4dfa-a891-87869d6fd27b,,,,,11000,server-streaming,,eos-stream-front2.png,,,,,,,200,true,,,source,,"'WEIGHT:10 kg (~ 22 lbs.)'",,"'EOS Stream'",text,1752939445,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,equinox-10-8,,,5f490a84-7795-4305-8908-31bc98a0881b,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,1000,speaker-cables,,eqs10.webp,,,,,,,80,true,,,cables,,"'The Equinox 10 speaker cable is an 11 AWG cable that provides amazing value to owners of premium quality AV systems. This audiophile speaker cable retains the vivid three-dimensional sound of Wireworld’s esteemed Eclipse Series and is affordably priced to fit a wide range of quality A/V systems. With twice as many strand groups and greater stability than Equinox 8, this cable sounds more alive in every way. The upgrade to OCC-7N Copper provides greater clarity and wider dynamic contrasts than Oasis 10. Standard or Biwire speaker connection available. In-wall rated CL3 / FT4.'",,"""Equinox 10, 8'""",text,1751398827,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,et3,,'https://en.shanling.com/product/425',372750c4-a7c2-4dfd-bc5a-de62bd577677,,,false,d5760e53-aee5-4248-82d4-4cbe27d528ce,,,,,895,cd-players,,ffa44280b50ec9071a762588685ce373534.jpg,,,,,,null,40,true,,,source,_self,"""-\_\_\_\_\_\_\_ Remote Control included""",,null,text,1749143955,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Stereo Magazine'",,true,true,product,,'2021-04-28',,,true,,,,evo-150,,,f5bc3d1d-5bde-47de-9e22-a42b7985f4ae,'2','https://stereo-magazine.com/review/cambridge-evo-150-review',false,c6c9a7b2-9411-4aef-9327-2da9347a5437,,,,,3249,multi-function,,acamevo150-1624043534.jpg,,"'The soundstage of the Cambridge Audio Evo is spacious and focused, realized with a multi-faceted palette of colors and depth. It is also decidedly lively, fast, and so magnificent that it will make your jaw drop.'","'Stereo Magazine'","'The soundstage of the Cambridge Audio Evo is spacious and focused, realized with a multi-faceted palette of colors and depth. It is also decidedly lively, fast, and so magnificent that it will make your jaw drop.'",,,,true,,,amplification,,"""The soundstage of the Cambridge Audio Evo is spacious and focused, realized with a multi-faceted palette of colors and depth. It is also decidedly lively, fast, and so magnificent that it will make your jaw drop.\_ \_\_""",,"'EVO 150'",text,1651612707,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,exn100,,,236d3c18-e69a-4050-bfe3-235b11772210,2,,false,c6c9a7b2-9411-4aef-9327-2da9347a5437,,,,,1799,server-streaming,,1_exn.png,,,,,,,60,true,,,source,,"'Mains lead, control bus cable, antenna x2, quick start guide, safety sheet, registration card'",,EXN100,text,1749063456,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,exr-1921-3v,,'https://avisolation.com/isolation-bases/',e1fec71f-e837-49d9-b24f-3d6bcfa34b67,,,false,a11fed17-2ae8-4d83-b608-f1a5ba54e07d,,,,,5995,racks,,SILVER-EXR-1921-3V-FRONT-926x1024-1698257285.jpg,,,,,,null,300,true,,,accessories,null,"'Component spacing on the EXR is available in 4″, 6″, 8”, 10”, or 12″, as well as custom component spacing of 14″, 16″, and 18″.'",,null,text,1698257489,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,exr-1921-4v,,'https://avisolation.com/isolation-bases/',3ff6905d-bfce-48e6-b8bc-bc251db98c9b,,,false,a11fed17-2ae8-4d83-b608-f1a5ba54e07d,,,,,7795,racks,,BLACK-EXR-1921-4V-FRONT-743x1024.jpg,,,,,,null,400,true,,,accessories,null,"'Component spacing on the EXR is available in 4″, 6″, 8”, 10”, or 12″, as well as custom component spacing of 14″, 16″, and 18″.'",,null,text,1698257573,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,exr-1921-5v,,'https://avisolation.com/isolation-bases/',04e13dfc-8c2d-4e5d-b5a7-4df725584224,,,false,a11fed17-2ae8-4d83-b608-f1a5ba54e07d,,,,,9595,racks,,Black-EXR-1921-5V-FRONT-669x1024-1698257679.jpg,,,,,,null,500,true,,,accessories,null,"'Component spacing on the EXR is available in 4″, 6″, 8”, 10”, or 12″, as well as custom component spacing of 14″, 16″, and 18″.'",,null,text,1698257746,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,exrdw-1942-3v,,'https://avisolation.com/isolation-bases/',3c76dff7-bf87-46b3-b64a-7454dada64f9,,,false,a11fed17-2ae8-4d83-b608-f1a5ba54e07d,,,,,10395,racks,,Black-EXRDW-1942-3V-Front-MT.jpg,,,,,,null,600,true,,,accessories,null,"'Component spacing on the EXR is available in 4″, 6″, 8”, 10”, or 12″, as well as custom component spacing of 14″, 16″, and 18″.'",,null,text,1698259749,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Absolute Sound'",,false,true,product,,,,,true,,,,f-03a,,,P83Ryre5,2,'https://www.theabsolutesound.com/articles/esoteric-f-03a-integrated-amplifier',false,f23c292a-a329-4fde-95be-30ed02b75b9c,,,,,20000,integrated-amplifiers,,f-01_angled_white.jpg,,"'The Esoteric delivers the sonic virtues of very expensive amplifiers on a smaller scale, and at a more moderate price.'","'Absolute Sound'","'The Esoteric delivers the sonic virtues of very expensive amplifiers on a smaller scale, and at a more moderate price.'",,,300,true,,,amplification,,"'The F-03A’s rendering of space was superb, not just in width and depth but importantly in the precise placement of images within the soundstage. Notably, instruments were presented as individual objects spatially and texturally, making it easy to clearly hear individual parts within the whole. That’s one quality that many very expensive amplifiers do well; to hear it to this degree from an integrated amplifier was surprising and rewarding.'",,F-01,Review,1749150327,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
